0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
320,3728,4372,284,0
256,3728,4468,284,0
256,3728,4468,284,0
256,3728,4468,284,0
256,3728,4468,284,0
288,3568,4404,284,0
288,3568,4404,284,0
288,3568,4404,284,0
288,3568,4404,284,0
352,3952,4596,284,0
352,3952,4596,284,0
352,3952,4596,284,0
352,3952,4596,284,0
288,3952,4400,284,0
288,3952,4400,284,0
288,3952,4400,284,0
288,3952,4400,284,0
444,3732,4340,284,0
444,3732,4340,284,0
444,3732,4340,284,0
444,3732,4340,284,0
224,3604,4368,284,0
224,3604,4368,284,0
224,3604,4368,284,0
224,3604,4368,284,0
416,3732,4440,284,0
416,3732,4440,284,0
416,3732,4440,284,0
416,3732,4440,284,0
544,3664,4468,284,0
544,3664,4468,284,0
544,3664,4468,284,0
544,3664,4468,284,0
384,3760,4244,284,0
384,3760,4244,284,0
384,3760,4244,284,0
384,3760,4244,284,0
636,3828,4372,284,0
636,3828,4372,284,0
636,3828,4372,284,0
636,3828,4372,284,0
288,3636,4468,284,0
288,3636,4468,284,0
288,3636,4468,284,0
288,3636,4468,284,0
284,3860,4468,284,0
284,3860,4468,284,0
284,3860,4468,284,0
284,3860,4468,284,0
284,3792,4400,284,0
284,3792,4400,284,0
284,3792,4400,284,0
284,3792,4400,284,0
416,3764,4404,284,0
416,3764,4404,284,0
416,3764,4404,284,0
416,3764,4404,284,0
384,3696,4372,284,0
384,3696,4372,284,0
384,3696,4372,284,0
384,3696,4372,284,0
444,3824,4368,284,0
444,3824,4368,284,0
444,3824,4368,284,0
444,3824,4368,284,0
256,3732,4376,284,0
256,3732,4376,284,0
256,3732,4376,284,0
256,3732,4376,284,0
320,3824,4372,284,0
320,3824,4372,284,0
320,3824,4372,284,0
320,3824,4372,284,0
192,3768,4464,284,0
192,3768,4464,284,0
192,3768,4464,284,0
192,3768,4464,284,0
320,3732,4468,284,0
320,3732,4468,284,0
320,3732,4468,284,0
320,3732,4468,284,0
412,3728,4428,284,0
412,3728,4428,284,0
412,3728,4428,284,0
412,3728,4428,284,0
320,3604,4376,284,0
320,3604,4376,284,0
320,3604,4376,284,0
320,3604,4376,284,0
224,3728,4436,284,0
224,3728,4436,284,0
224,3728,4436,284,0
224,3728,4436,284,0
224,3664,4436,284,0
224,3664,4436,284,0
224,3664,4436,284,0
224,3664,4436,284,0
416,3824,4404,284,0
416,3824,4404,284,0
416,3824,4404,284,0
416,3824,4404,284,0
416,3664,4244,284,0
416,3664,4244,284,0
416,3664,4244,284,0
416,3664,4244,284,0
256,3732,4464,284,0
256,3732,4464,284,0
256,3732,4464,284,0
256,3732,4464,284,0
288,3540,4404,284,0
288,3540,4404,284,0
288,3540,4404,284,0
288,3540,4404,284,0
220,3736,4468,284,0
220,3736,4468,284,0
220,3736,4468,284,0
220,3736,4468,284,0
224,3732,4332,284,0
224,3732,4332,284,0
224,3732,4332,284,0
224,3732,4332,284,0
224,3764,4440,284,0
224,3764,4440,284,0
224,3764,4440,284,0
224,3764,4440,284,0
256,3600,4436,284,0
256,3600,4436,284,0
256,3600,4436,284,0
256,3600,4436,284,0
352,3756,4436,284,0
352,3756,4436,284,0
352,3756,4436,284,0
352,3756,4436,284,0
352,3764,4436,284,0
352,3764,4436,284,0
352,3764,4436,284,0
352,3764,4436,284,0
224,3572,4404,284,0
224,3572,4404,284,0
224,3572,4404,284,0
224,3572,4404,284,0
476,3764,4464,284,0
476,3764,4464,284,0
476,3764,4464,284,0
476,3764,4464,284,0
604,3664,4300,284,0
604,3664,4300,284,0
604,3664,4300,284,0
604,3664,4300,284,0
384,3760,4340,284,0
384,3760,4340,284,0
384,3760,4340,284,0
384,3760,4340,284,0
384,3732,4400,284,0
384,3732,4400,284,0
384,3732,4400,284,0
384,3732,4400,284,0
544,3792,4336,284,0
544,3792,4336,284,0
544,3792,4336,284,0
544,3792,4336,284,0
196,3868,4348,284,0
196,3868,4348,284,0
196,3868,4348,284,0
196,3868,4348,284,0
512,3664,4404,284,0
512,3664,4404,284,0
512,3664,4404,284,0
512,3664,4404,284,0
224,3732,4436,284,0
224,3732,4436,284,0
224,3732,4436,284,0
224,3732,4436,284,0
476,3668,4400,284,0
476,3668,4400,284,0
476,3668,4400,284,0
476,3668,4400,284,0
252,3760,4272,284,0
252,3760,4272,284,0
252,3760,4272,284,0
252,3760,4272,284,0
224,3632,4460,284,0
224,3632,4460,284,0
224,3632,4460,284,0
224,3632,4460,284,0
448,3672,4504,284,0
448,3672,4504,284,0
448,3672,4504,284,0
448,3672,4504,284,0
668,3824,4276,284,0
668,3824,4276,284,0
668,3824,4276,284,0
668,3824,4276,284,0
764,3696,4436,284,0
764,3696,4436,284,0
764,3696,4436,284,0
764,3696,4436,284,0
228,3644,4436,284,0
228,3644,4436,284,0
228,3644,4436,284,0
228,3644,4436,284,0
228,3668,4436,284,0
228,3668,4436,284,0
228,3668,4436,284,0
228,3668,4436,284,0
700,3728,4432,284,0
700,3728,4432,284,0
700,3728,4432,284,0
700,3728,4432,284,0
320,3728,4428,284,0
320,3728,4428,284,0
320,3728,4428,284,0
320,3728,4428,284,0
416,3696,4464,284,0
416,3696,4464,284,0
416,3696,4464,284,0
416,3696,4464,284,0
352,3760,4468,284,0
352,3760,4468,284,0
352,3760,4468,284,0
352,3760,4468,284,0
572,3864,4376,284,0
572,3864,4376,284,0
572,3864,4376,284,0
572,3864,4376,284,0
352,3664,4308,284,0
352,3664,4308,284,0
352,3664,4308,284,0
352,3664,4308,284,0
